# Disks,Config #,x,y
7,18,-0.46871141,-0.027398284
7,18,-0.236660603,-0.161372881
7,18,-0.200762218,0.436703331
7,19,-0.029519957,0.530405925
7,19,-0.051965441,-0.346024059
7,19,-0.417990845,0.287950537
7,19,0.314059962,0.287950537
7,19,-0.051965442,-0.078074866
7,19,-0.185940037,0.153975941
7,19,0.082009155,0.153975941
7,20,0.161232807,-0.19099594
7,20,-0.204792597,0.442978656
7,20,0.027258211,-0.423046748
7,20,-0.338767193,-0.057021344
7,20,0.429181999,-0.19099594
7,20,-0.106716386,-0.19099594
7,20,-0.338767193,0.210927848
7,21,-0.297411649,-0.096514133
7,21,0.211279587,0.417448206
7,21,0.027025112,0.098310093
7,21,0.228896295,-0.382831816
7,21,-0.034087403,-0.382831816
7,21,0.097404446,-0.155081253
7,21,-0.043353143,0.351701739
7,22,-0.02159275,-0.418515507
7,22,-0.446104382,-0.173423602
7,22,-0.354926711,0.246001513
7,22,0.296051219,-0.12984077
7,22,-0.188260313,0.044493427
7,22,0.038206898,-0.086257479
7,22,-0.188260313,-0.217008384
7,23,-0.172612071,-0.109177181
7,23,0.481245619,-0.064770354
7,23,0.390068115,0.18032118
7,23,0.056734744,-0.397029155
7,23,0.31457899,-0.353445423
7,23,-0.427576739,-0.309861836
7,23,-0.201109527,-0.440612742
7,24,0.44928239,0.173791945
7,24,-0.368427544,0.359480658
7,24,0.266992325,-0.011896767
7,24,-0.429190851,-0.279766265
7,24,-0.172244369,-0.238675248
7,24,0.313862458,-0.32085597
7,24,0.084702322,-0.197585543
7,25,-0.373099465,0.035273795
7,25,-0.240724694,0.331945515
7,25,-0.01985348,0.204425459
7,25,0.369710911,0.268185483
7,25,0.119710911,-0.164827219
7,25,0.038404088,-0.406559837
7,25,0.201017734,0.0769054
7,26,-0.447224072,0.10469209
7,26,0.163079675,0.300567631
7,26,0.483920474,-0.261454441
7,26,0.116716793,-0.260179908
7,26,-0.258283207,0.389339145
7,26,-0.008283206,-0.043673556
7,26,-0.133283206,0.172832794
7,27,-0.199416525,-0.325265366
7,27,0.050583475,0.540760038
7,27,0.300583475,0.107747336
7,27,0.050583475,0.107747336
7,27,-0.074416525,-0.108759015
7,27,0.425583475,-0.108759015
7,27,0.175583475,0.324253687
7,28,-0.243590367,0.335257255
7,28,-0.029304653,0.21153934
7,28,0.042123918,-0.407050234
7,28,0.399266776,-0.03589649
7,28,-0.38644751,-0.159614405
7,28,0.184981061,0.087821425
7,28,-0.172161796,-0.283332319
7,29,0.04451917,0.35934926
7,29,-0.261483139,-0.170662288
7,29,0.35052148,-0.170662287
7,29,0.04451917,0.135340022
7,29,-0.067485449,-0.058657669
7,29,0.156523789,-0.058657669
7,29,-0.45548083,-0.282666906
7,30,0.475532601,0.052296496
7,30,0.435464803,0.26787992
7,30,0.102131391,-0.309470484
7,30,0.308866012,-0.236378504
7,30,-0.294501298,-0.272924494
7,30,-0.484399247,-0.163286862
7,30,-0.10460335,-0.382562126
7,31,0.270386846,-0.142653067
7,31,-0.167019731,0.070052021
7,31,0.023329879,-0.431787157
7,31,-0.176670121,-0.431787157
7,31,0.223329879,-0.431787158
7,31,0.123329879,0.434238247
7,31,-0.076670121,0.434238247
7,32,0.057927665,0.51838859
7,32,0.347494561,-0.224722069
7,32,0.430827895,-0.080384502
7,32,0.264161228,-0.369059637
7,32,-0.402505439,0.208290633
7,32,-0.485838772,0.063953065
7,32,-0.319172105,0.3526282
7,33,0.007414306,0.546166101
7,33,0.230510755,-0.173317064
7,33,-0.079755755,-0.173317064
7,33,0.230510755,0.136949446
7,33,-0.269489245,0.38244183
7,33,-0.079755755,0.136949446
7,33,-0.079755755,-0.483583574
7,34,0.234442546,-0.313117685
7,34,-0.015619334,-0.457562432
7,34,-0.26561931,0.264125445
7,34,-0.015557502,-0.168780201
7,34,-0.015557502,0.408570068
7,34,-0.265557487,-0.313117795
7,34,-0.015557533,0.119894934
7,35,-0.128958414,-0.362844346
7,35,-0.200386986,-0.239126432
7,35,-0.057529843,-0.486562261
7,35,-0.343244128,0.008309399
7,35,-0.4146727,0.132027313
7,35,-0.271815558,-0.115408517
7,35,-0.486101272,0.255745228
8,1,0.472239846,-0.23810035
8,1,0.138906513,0.339249919
8,1,-0.361093487,0.050574785
8,1,0.138906513,-0.23810035
8,1,-0.027760154,-0.526775484
8,1,-0.027760154,0.050574785
8,1,-0.194426821,-0.23810035
8,1,0.305573179,0.050574785
8,2,0.357947425,0.271056981
8,2,-0.079552575,-0.270208896
8,2,0.045447425,0.379310157
8,2,0.295447425,-0.053702545
8,2,-0.329552575,0.162803806
8,2,0.232947425,-0.378462071
8,2,-0.017052575,0.054550631
8,2,-0.392052575,-0.16195572
8,3,-0.423163476,0.064127146
8,3,0.151037995,-0.389232933
8,3,0.002635052,0.517487226
8,3,0.182357134,0.206199449
8,3,-0.028684087,-0.077945156
8,3,-0.173163476,-0.368885555
8,3,0.295517385,-0.098292533
8,3,-0.141844338,0.226546827
8,4,-0.19984567,0.040504253
8,4,-0.453211541,-0.15615567
8,4,0.073071012,-0.225595551
8,4,-0.180294859,-0.422255474
8,4,-0.313387329,0.340467053
8,4,0.116700565,0.092155691
8,4,0.003158906,0.392118491
8,4,0.4332468,0.14380713
8,5,0.304025731,0.253562859
8,5,-0.331527244,0.118939205
8,5,-0.058609593,0.385038642
8,5,-0.128522267,-0.232675729
8,5,0.23838543,-0.129371828
8,5,-0.445068418,-0.181023778
8,5,0.124844256,-0.429334812
8,5,-0.014981092,0.067287255
8,6,-0.033442296,-0.058388638
8,6,-0.341716309,-0.238856506
8,6,0.238963046,-0.288327371
8,6,-0.130653189,0.28749406
8,6,0.317061011,0.020086278
8,6,-0.000494186,-0.497799339
8,6,-0.370110422,0.078022092
8,6,0.186677246,0.31029025
8,7,0.057885976,0.358240828
8,7,-0.166858895,-0.348865953
8,7,0.333141105,0.199322205
8,7,-0.258610605,0.069565693
8,7,0.241389395,-0.219109441
8,7,-0.442114024,-0.189947331
8,7,0.057885976,0.040403583
8,7,0.108396233,-0.507784576
8,8,-0.126632558,-0.172084515
8,8,-0.110546386,0.203154962
8,8,0.19029128,0.029466254
8,8,-0.478217815,-0.242960638
8,8,-0.012220448,-0.512004343
8,8,-0.392975145,0.061353781
8,8,0.208702235,-0.286024816
8,8,0.171881738,0.344957407
8,9,-0.340261118,-0.034107581
8,9,-0.222525222,0.252952633
8,9,0.391040202,-0.189240835
8,9,0.201306712,0.139387209
8,9,0.470005392,0.294520463
8,9,0.083570817,-0.147673005
8,9,-0.185127863,-0.302806261
8,9,0.046173457,0.408085889
8,10,-0.356659347,-0.026774891
8,10,0.007414306,0.546166101
8,10,0.230510755,-0.173317064
8,10,-0.079755755,-0.173317064
8,10,0.230510755,0.136949446
8,10,-0.269489245,0.38244183
8,10,-0.079755755,0.136949446
8,10,-0.079755755,-0.483583574
8,11,-0.086710838,-0.378145822
8,11,0.413291053,0.130625931
8,11,-0.336711343,-0.124012787
8,11,0.163288656,-0.124012786
8,11,-0.236760268,0.158950992
8,11,0.063337576,0.459048839
8,11,0.26323973,-0.406976565
8,11,0.063337578,0.158950993
8,12,0.236216366,0.038637608
8,12,0.383285353,-0.216093349
8,12,-0.051260762,-0.023604244
8,12,0.433857955,0.256479178
8,12,-0.32923752,-0.153851497
8,12,0.185643764,-0.433934918
8,12,-0.083788778,-0.315938086
8,12,-0.296709503,0.138482345
8,13,-0.107046118,-0.158181887
8,13,0.237352488,-0.158312066
8,13,0.065243717,0.140080964
8,13,-0.434824112,-0.058867761
8,13,-0.184824113,0.374144942
8,13,0.315175888,0.374144941
8,13,-0.434824112,0.229807374
8,13,0.065175888,0.518482508
8,14,0.140089213,-0.257928226
8,14,-0.109910787,0.175084476
8,14,0.390089211,0.175084479
8,14,-0.359910789,-0.257928223
8,14,0.390089211,-0.113590655
8,14,-0.109910789,-0.40226579
8,14,-0.359910789,0.030746912
8,14,0.140089211,0.319422047
8,15,0.028744507,-0.21412198
8,15,0.278744507,-0.069784412
8,15,0.028744507,-0.502797114
8,15,-0.221255493,-0.069784412
8,15,0.028744507,0.36322829
8,15,0.278744507,0.218890722
8,15,-0.471255493,-0.214121979
8,15,-0.221255493,0.218890722
8,16,0.202435566,0.100130554
8,16,-0.047564434,-0.044207013
8,16,-0.297564434,0.388805689
8,16,-0.047564434,0.533143256
8,16,-0.047564434,0.244468121
8,16,0.202435566,-0.18854458
8,16,0.452435566,-0.044207013
8,16,-0.297564434,0.100130554
8,17,-0.098533933,0.211600807
8,17,-0.098533933,0.500275942
8,17,-0.348533933,0.06726324
8,17,-0.348533933,-0.221411895
8,17,0.151466067,-0.510087029
8,17,0.151466067,0.06726324
8,17,0.151466067,0.355938374
8,17,0.151466067,-0.221411895
8,18,-0.399456578,-0.198569791
8,18,-0.338759107,0.082167032
8,18,0.327069466,-0.110766931
8,18,0.244155179,0.418712753
8,18,-0.065285151,-0.005635828
8,18,0.078326606,-0.254378688
8,18,0.017629136,-0.535115512
8,18,0.183457709,0.137975929
8,19,-0.487688123,0.062549545
8,19,-0.18316562,0.464083665
8,19,0.231153446,0.378637097
8,19,-0.127302381,-0.242226608
8,19,-0.206529839,0.029549074
8,19,0.147675992,-0.174951758
8,19,0.231153446,0.095548752
8,19,-0.014008253,0.237092924
8,20,-0.295979112,-0.297974885
8,20,-0.155435724,-0.054542614
8,20,0.063474052,0.324620239
8,20,0.160772813,-0.399393215
8,20,-0.479772299,0.223200914
8,20,0.117526462,-0.121649687
8,20,0.258071574,0.121781588
8,20,-0.198682075,0.223200914
8,21,0.263536273,0.371642052
8,21,0.200874738,-0.241885872
8,21,-0.000349797,0.260270906
8,21,0.429268015,-0.069039404
8,21,0.489292981,0.205039794
8,21,-0.267721829,0.345327359
8,21,0.037778773,0.538243235
8,21,0.169472632,0.03692645
8,22,0.15905278,-0.178456469
8,22,0.409052776,0.254556233
8,22,-0.270808268,-0.056972235
8,22,-0.411086182,-0.299940709
8,22,-0.00970299,0.045670866
8,22,0.130574924,0.28863934
8,22,-0.312469373,0.220473119
8,22,-0.172191459,0.463441593
8,23,0.46387962,0.156192653
8,23,0.144029381,-0.397804211
8,23,-0.362599491,-0.313320922
8,23,-0.002300287,0.310737724
8,23,-0.222900529,-0.071353105
8,23,0.188851596,0.106960439
8,23,0.049151718,-0.135006849
8,23,-0.261092219,0.205424097
8,24,-0.301730727,0.171235657
8,24,0.448269319,-0.261776965
8,24,0.069030545,-0.331498545
8,24,0.42958729,0.293002802
8,24,0.208474886,-0.089975114
8,24,0.171838365,0.186495602
8,24,-0.069685379,0.3259394
8,24,0.466223811,0.016532086
8,25,0.272154376,-0.018648713
8,25,0.282020915,0.259058892
8,25,-0.499043146,-0.176345539
8,25,0.053218437,0.416755718
8,25,-0.002496862,0.023607171
8,25,-0.443327846,0.216803008
8,25,-0.16714152,0.247462033
8,25,-0.278683189,-0.007051854
8,26,0.240308564,-0.196480806
8,26,-0.013226028,-0.083599253
8,26,0.338997271,0.062908039
8,26,-0.232242306,0.393376932
8,26,-0.111914736,-0.342988098
8,26,0.211141942,0.309231097
8,26,-0.040675158,0.192568412
8,26,-0.484059407,0.276714247
8,27,0.002955753,0.397185243
8,27,0.389573987,0.05399623
8,27,-0.141294786,0.095386363
8,27,0.042600416,-0.111812884
8,27,0.375821424,-0.222698259
8,27,0.141552968,-0.370574098
8,27,-0.388686808,0.220070607
8,27,0.130092626,0.151044656
8,28,-0.099947954,0.47875383
8,28,-0.220434037,-0.398224914
8,28,-0.011132331,0.089366918
8,28,-0.489877919,0.123626084
8,28,-0.459074005,-0.150316262
8,28,-0.184579582,-0.124897734
8,28,-0.240822836,0.241799072
8,28,0.243712656,0.194473158
8,29,0.237177006,0.217624106
8,29,0.237177006,-0.377630809
8,29,-0.262822994,0.057772768
8,29,-0.262822994,-0.217779472
8,29,-0.038375234,0.217623449
8,29,0.012729246,0.488395251
8,29,-0.038375234,-0.377630152
8,29,-0.487270754,0.217623449
8,30,0.20085895,-0.249302126
8,30,-0.473013965,0.020045456
8,30,-0.006486827,-0.069736631
8,30,-0.265668188,-0.159520039
8,30,-0.091796042,0.437156895
8,30,0.319641027,0.199611839
8,30,0.182495843,0.437156018
8,30,0.045349142,0.199612716
8,31,-0.255579025,0.013130786
8,31,0.322145544,0.125501371
8,31,0.121093242,-0.368672605
8,31,-0.054526723,0.507304762
8,31,-0.301182421,-0.256300948
8,31,-0.13225106,-0.471092299
8,31,-0.209974316,0.282562298
8,31,0.276540834,-0.143930141
8,32,0.062531787,0.08600209
8,32,-0.269563968,-0.319370704
8,32,-0.12307186,0.285776047
8,32,0.412644377,0.103701848
8,32,0.191323883,-0.380475967
8,32,-0.481272192,-0.147504548
8,32,-0.057855596,-0.491236677
8,32,0.248134972,-0.113772296
8,33,-0.445288885,0.043787811
8,33,-0.264771464,0.243742695
8,33,0.144969826,0.143765253
8,33,-0.105030174,-0.289247449
8,33,0.10686845,-0.122912042
8,33,0.183071201,0.410442548
8,33,0.374193377,-0.156166786
8,33,-0.084253726,0.443697292
8,34,-0.089583531,0.138592154
8,34,0.090160659,0.33859248
8,34,0.160416469,-0.294420548
8,34,0.340160659,-0.094420222
8,34,-0.269327645,-0.061408241
8,34,-0.480095227,0.105580173
8,34,-0.230095227,-0.327432529
8,34,-0.019327645,-0.494420943
8,35,0.235256348,0.358121446
8,35,-0.051718785,0.404511558
8,35,-0.133878224,-0.137096203
8,35,0.104391787,-0.012688279
8,35,-0.231289477,0.204500817
8,35,-0.410859517,0.004489491
8,35,0.342661929,0.111719395
8,35,-0.372149365,-0.261501963
8,36,0.27949421,0.262263724
8,36,-0.354479202,-0.103437248
8,36,0.145520798,-0.237410705
8,36,0.011545215,0.262588726
8,36,-0.220505593,0.128614129
8,36,-0.220505593,0.396563321
8,36,0.011545214,0.530537918
8,36,0.011545215,-0.005360467
8,37,-0.444580644,0.30410542
8,37,-0.217508615,0.056837181
8,37,-0.011481426,0.525878297
8,37,-0.243532234,-0.340147107
8,37,0.12249317,0.293827489
8,37,0.256467766,-0.206172511
8,37,-0.011481426,-0.206172511
8,37,0.12249317,0.025878297
8,38,0.169663415,-0.191860576
8,38,0.169299945,-0.464856287
8,38,-0.196725459,0.169118309
8,38,-0.464674651,0.169118309
8,38,-0.330700055,-0.330881691
8,38,-0.062750863,0.401169116
8,38,-0.098649247,-0.464856287
